id,bishop_config,num_entries,bytes,num_win_pos,num_draw_pos,num_loss_pos,num_win_ix,num_draw_ix,num_loss_ix,num_broken_ix,fen,dtm,line
KBBPKN,B11v00,8243187360,2870261878,6555455022,29645534,13818,3277727511,14822767,6909,878153580,8/8/8/2K5/k7/3n1P1B/8/4B3 w - - ,181,c5d6 d3e1 f3f4 e1f3 f4f5 f3g5 h3g2 g5f7 d6c5 f7g5 g2c6 a4a5 f5f6 g5h7 f6f7 h7g5 f7f8n g5f7 c6d5 f7g5 d5g2 a5a6 c5c6 g5f7 f8d7 a6a5 c6c5 f7h6 d7e5 h6f5 g2f3 a5a4 f3d1 a4a3 e5c4 a3a2 d1g4 f5h4 c5b4 h4g2 b4c3 a2b1 c4d2 b1a1 c3b3 g2e3 g4e6 e3d1 b3c2 d1e3 c2c1 e3g2 e6c4 g2f4 c1c2 f4g2 c4g8 g2f4 g8f7 f4g2 d2e4 g2e1 c2c3 e1g2 e4g5 g2h4 f7e6 h4g6 g5h3 g6e5 h3g1 e5g6 g1e2 g6e5 e2c1 a1b1 c1b3 e5c6 e6f5 b1a2 b3c1 a2a3 c1d3 c6b8 d3b2 b8a6 b2c4 a3a2 c4e3 a2a3 f5d7 a6c5 e3c2 a3a2 d7c6 c5a6 c3c4 a6c7 c2b4 a2b2 b4d3 b2c2 d3f4 c2d2 c4d4 d2c1 d4c5 c7a6 c5b5 a6b8 c6e8 c1d2 f4g6 d2c3 b5b6 c3b4 g6e7 b4b3 b6b7 b3c3 b7b8 c3d4 e7c6 d4d5 b8b7 d5c4 e8g6 c4b3 b7b6 b3c4 g6e4 c4c3 b6b5 c3b3 c6a5 b3c3 b5c5 c3b2 c5b4 b2a2 a5b3 a2b2 e4d3 b2a2 b4c3 a2a3 d3b1 a3a4 b3d4 a4a5 b1e4 a5a4 e4d5 a4a3 d4c2 a3a4 d5c6 a4a5 c3c4 a5b6 c2d4 b6c7 c4c5 c7d8 c5d6 d8c8 d4b3 c8d8 b3c5 d8c8 c6d7 c8b8 d6c6 b8a7 c6c7 a7a8 c7b6 a8b8 c5a6 b8a8 d7c6 
KBBPKB,B20v10,8243187360,2197999039,2677570110,620222588,7540,1338785055,310111294,3770,325078922,8/8/1B6/8/5K2/6B1/3b1P2/7k w - - ,103,f4g4 d2e1 f2f4 e1g3 f4f5 g3e5 g4h3 e5f6 b6c5 f6d4 c5d6 d4c5 d6f4 c5e3 h3g4 e3d4 g4f3 d4f6 f4g3 f6g5 g3e5 g5e7 e5g7 e7a3 g7a1 a3e7 a1e5 e7d8 e5g7 d8a5 g7f8 a5c3 f8d6 c3f6 f3e4 h1g2 e4d5 f6g7 d6e5 g7h6 f5f6 g2h3 e5b2 h3g4 d5e5 g4h5 e5f5 h6g5 f6f7 g5e7 b2c1 e7b4 c1f4 b4e7 f5e6 e7f8 e6f6 h5g4 f4c1 g4h5 c1d2 h5g4 f6g6 f8a3 d2c3 a3c5 c3g7 c5a3 g6h7 a3b4 h7g8 g4f5 g7f8 b4d2 f8a3 d2h6 a3b2 f5g6 b2a1 g6f5 a1g7 h6c1 f7f8q f5e4 g7h6 c1b2 f8b4 b2d4 h6g7 e4f4 g7d4 f4e4 d4c5 e4d3 b4d4 d3c2 c5a3 c2b3 d4c5 b3a2 c5c3 a2b1 c3b2 
KBBPKB,B20v01,8243187360,2197999039,924258144,2518063914,263478,462129072,1259031957,131739,377204784,K7/BP1b4/5B2/k7/8/8/8/8 w - - ,69,a7b6 a5a6 b7b8n a6b6 b8d7 b6c6 d7e5 c6d5 e5f3 d5c4 f3g1 c4d5 a8b7 d5e6 f6b2 e6d5 b7b6 d5e4 b6c5 e4e3 b2d4 e3f4 c5d5 f4g3 d5e4 g3g2 g1e2 g2h2 e4f3 h2h1 e2g3 h1h2 d4f2 h2h3 f2g1 h3h4 g3e4 h4h5 g1d4 h5h4 d4e5 h4h3 e4f2 h3h4 e5f6 h4h5 f3f4 h5g6 f2e4 g6f7 f4f5 f7e8 f5e6 e8f8 e4g3 f8g8 e6e7 g8h7 e7f7 h7h6 f6e7 h6h7 g3f5 h7h8 f7g6 h8g8 f5h6 g8h8 e7f6 
KBBPKB,B11v10,8243187360,2197999039,6456305690,128682546,126138,3228152845,64341273,63069,878153580,7b/8/1B6/4K3/8/8/5P2/6kB w - - ,107,e5e4 h8f6 e4f5 f6h4 f2f4 g1h1 f5g4 h4g3 f4f5 g3e5 g4h3 e5f6 b6c5 f6d4 c5d6 d4c5 d6f4 c5e3 h3g4 e3d4 g4f3 d4f6 f4g3 f6g5 g3e5 g5e7 e5g7 e7a3 g7a1 a3e7 a1e5 e7d8 e5g7 d8a5 g7f8 a5c3 f8d6 c3f6 f3e4 h1g2 e4d5 f6g7 d6e5 g7h6 f5f6 g2h3 e5b2 h3g4 d5e5 g4h5 e5f5 h6g5 f6f7 g5e7 b2c1 e7b4 c1f4 b4e7 f5e6 e7f8 e6f6 h5g4 f4c1 g4h5 c1d2 h5g4 f6g6 f8a3 d2c3 a3c5 c3g7 c5a3 g6h7 a3b4 h7g8 g4f5 g7f8 b4d2 f8a3 d2h6 a3b2 f5g6 b2a1 g6f5 a1g7 h6c1 f7f8q f5e4 g7h6 c1b2 f8b4 b2d4 h6g7 e4f4 g7d4 f4e4 d4c5 e4d3 b4d4 d3c2 c5a3 c2b3 d4c5 b3a2 c5c3 a2b1 c3b2 
KBBPKQ,B20v00,8243187360,3263827568,2199193004,910411176,3630781594,1099596502,455205588,1815390797,702283706,1K6/7P/6q1/6B1/5B2/8/8/6k1 w - - ,195,f4e3 g1g2 h7h8q g6d6 b8b7 d6d5 b7b6 d5b3 b6c5 b3a3 c5d5 a3b3 d5d6 b3d3 d6c6 d3e4 c6c5 e4c2 c5b4 c2b1 b4a3 b1d3 a3b2 d3b5 b2c1 b5c4 c1d1 c4b3 d1e1 b3b4 e3d2 b4b1 d2c1 b1b4 g5d2 b4e4 d2e3 e4b4 e1d1 b4a4 d1d2 a4a5 d2d3 a5d5 d3c3 d5a5 c3c4 a5a4 c4d5 a4a2 d5d6 a2a6 d6e7 a6b7 e7f6 b7a6 f6g5 a6b5 g5h4 b5b4 e3f4 b4e7 h4h5 e7e2 h5g5 e2e7 g5f5 e7f7 f5e5 f7c7 e5d4 c7d7 d4c4 d7a4 c4d3 a4d7 d3e2 d7b5 e2d2 b5b4 d2d1 b4b3 d1e1 b3b4 c1d2 b4b1 e1e2 b1e4 f4e3 e4c4 e2d1 c4b3 d1c1 b3a3 c1c2 a3a2 c2d3 a2a6 d3d4 a6d6 d4c4 d6e6 c4c5 e6e7 c5d5 e7d7 d5e5 d7c7 e5f5 c7d7 f5g5 d7e7 g5h5 e7f7 h5h4 f7e7 e3g5 e7e4 g5f4 e4e7 h4h5 e7e2 h5g5 e2e7 g5f5 e7f7 f5e5 f7e7 e5d5 e7d7 f4d6 d7a4 d2f4 a4a2 d5c6 a2a4 c6b6 a4b3 b6c7 b3c4 c7d8 c4d5 d8e7 d5e4 e7f6 e4d4 d6e5 d4d5 h8h2 g2f1 h2h3 f1e2 h3e3 e2f1 e5c7 d5h5 e3e6 h5h8 f6g5 h8g7 g5h5 g7h7 h5g4 h7d3 f4e3 d3c2 c7g3 c2d1 g4h4 d1d3 g3f4 d3h7 f4h6 h7c2 e6a6 c2e2 a6f6 f1e1 e3d2 e2d2 h6d2 e1d2 f6c6 d2e3 c6c4 e3d2 h4g3 d2e3 c4d5 e3e2 d5d4 e2e1 g3f3 e1f1 d4a1 
KBBPKQ,B11v00,8243187360,3263827568,2725133400,1542554510,2317426464,1362566700,771277255,1158713232,878153580,3B2B1/7P/3q4/8/k7/8/8/7K w - - ,121,h7h8q d6c6 h1h2 c6d6 h2g2 d6c6 g2f2 c6c2 f2g3 c2d3 g3f4 d3d6 f4e3 d6g3 e3e4 g3g2 e4f5 g2c2 f5e6 c2c6 e6e7 c6c5 e7d7 c5b5 d7c7 b5a5 c7b7 a5b5 d8b6 b5d7 b7b8 d7d6 b6c7 d6f8 b8b7 f8f3 b7c8 f3g4 c8d8 g4g5 d8d7 g5b5 d7e7 b5c5 c7d6 c5g5 e7e6 g5g4 e6f6 g4f3 f6g5 f3g2 g5f5 g2f3 d6f4 f3d3 f5f6 d3d8 f6e5 d8b8 e5f5 b8b1 f5f6 b1b2 f4e5 b2f2 f6e6 f2b6 e6d5 b6a5 d5c4 a5b5 c4d4 b5b2 d4d3 b2b1 d3d2 b1b4 e5c3 b4f4 d2d3 f4f3 d3d4 f3g4 d4d5 g4d7 d5e5 d7e7 g8e6 e7c5 e5e4 c5c6 e6d5 c6g6 e4e5 g6g3 e5e6 g3e3 c3e5 a4b5 h8b8 e3b6 b8b6 b5b6 e5d6 b6a5 d5c6 a5b6 e6d7 b6a5 d7c7 a5a6 d6b4 a6a7 c6g2 a7a6 g2f1 a6a7 b4c5 a7a8 f1g2 
KBBPKR,B20v00,8243187360,2498007012,2954088762,3781983968,4313044,1477044381,1890991984,2156522,702283706,8/4BP1k/5K2/8/6r1/8/8/2B5 w - - ,149,f7f8n h7g8 f8e6 g4e4 e6d8 e4d4 d8f7 g8h7 f7g5 h7g8 e7c5 d4c4 c1e3 c4a4 g5f7 g8h7 c5d6 a4g4 e3g5 g4d4 g5f4 d4d1 f7d8 d1g1 f4g3 g1h1 d6f4 h7g8 d8e6 h1h7 f4g5 h7d7 f6g6 d7d5 g5d8 d5d3 g3e5 d3e3 g6f6 e3h3 e5f4 h3h7 f4e3 h7h4 d8b6 h4a4 e6c7 a4g4 b6c5 g8h7 e3g5 g4c4 c7e6 c4e4 e6g7 e4e1 c5d6 e1d1 g5f4 d1b1 g7e6 b1e1 e6d4 e1g1 d4f5 h7g8 d6b4 g1g2 b4c5 g2c2 f4e3 c2g2 c5e7 g8h8 f6f7 g2g8 e7f6 h8h7 f6g7 g8b8 g7f8 b8b5 f5g3 b5e5 e3c1 e5a5 f8e7 a5b5 c1g5 b5a5 g3h5 a5f5 e7f6 f5f4 h5g7 f4e4 f6d8 e4e1 g5f4 e1e2 g7h5 e2g2 d8e7 g2g6 e7d6 g6g1 d6f8 g1g6 f4d6 g6g5 h5f6 h7h8 f6e4 g5f5 f7g6 f5f1 f8h6 h8g8 d6f4 f1f4 h6f4 g8f8 f4g5 f8e8 e4c5 e8f8 c5d3 f8e8 d3e5 e8f8 g6f5 f8e8 f5e6 e8f8 e6d7 f8g8 g5h6 g8h8 h6f8 h8g8 d7e7 g8h8 e7f7 h8h7 e5f3 h7h8 f8g7 h8h7 f3g5 
KBBPKR,B11v00,8243187360,2498007012,5658414222,923003692,3696460,2829207111,461501846,1848230,878153580,2B5/4Br2/K1k5/8/8/8/6P1/8 w - - ,359,c8b7 c6c7 e7h4 c7d6 a6b6 d6e5 b7a8 f7f1 h4g3 e5d4 g3d6 f1f7 d6c5 d4e5 c5e3 f7d7 b6c6 d7f7 c6b5 e5f5 a8f3 f7c7 e3c5 c7c8 b5b6 f5f4 c5d6 f4e3 f3d5 c8h8 d6c5 e3f4 c5f2 h8c8 d5c6 c8f8 b6c7 f4g4 c6d7 g4f4 d7a4 f4e5 f2c5 f8f7 c7d8 e5f4 c5f2 f7h7 a4c6 h7h8 d8c7 h8h7 c7d6 h7h6 d6c5 h6f6 c6f3 f6a6 f2h4 a6a3 f3c6 a3d3 c5b6 d3d6 b6c7 d6h6 h4e1 h6e6 e1f2 e6h6 c6f3 h6h1 f2d4 h1f1 f3c6 f1c1 d4f2 c1c2 f2e1 c2a2 e1b4 a2a7 c7d6 a7a6 b4e1 a6b6 d6c7 b6b3 e1h4 b3e3 c7d7 e3c3 d7d6 f4g4 h4e1 c3d3 d6c5 d3d8 c6d5 g4f4 c5c6 d8a8 e1b4 a8a6 c6d7 a6g6 b4e1 g6a6 e1f2 a6a5 d5c6 a5a6 c6b7 a6f6 b7f3 f6a6 f2c5 a6g6 c5d6 f4e3 d6e5 e3f2 e5d4 f2g3 d7e7 g3f4 d4c3 g6a6 c3d2 f4g3 d2b4 a6g6 e7f7 g6a6 b4e7 g3f4 f3e2 a6c6 e7h4 f4f5 h4d8 f5f4 e2f3 c6c3 f3b7 c3c2 d8e7 f4f5 b7d5 c2d2 d5c6 d2d4 f7e8 f5g4 e7d8 d4c4 c6f3 g4f5 e8d7 c4d4 d7e7 d4c4 f3d5 c4c3 e7f7 c3c1 d8h4 c1a1 d5c6 a1a3 h4e7 a3d3 f7e8 d3d4 e7c5 d4d1 c5b4 d1d4 b4a5 d4c4 e8d7 c4d4 d7e7 d4c4 e7d6 c4d4 c6d5 d4d3 d6c6 d3d1 a5b4 d1c1 c6d6 c1b1 b4c3 b1d1 c3e5 d1d2 e5h2 d2d1 d6c6 d1c1 c6d7 c1d1 d7d6 d1d2 d6c5 d2c2 c5d4 c2d2 d4c4 d2d1 d5f3 d1d2 h2g3 d2d8 f3d5 d8d7 c4c5 d7g7 g3d6 g7a7 d5f3 a7a2 d6f8 f5f4 c5d5 a2a5 f8c5 f4g3 d5d4 a5a4 d4d3 a4a6 d3e4 a6a4 c5d4 a4b4 e4d3 b4b5 d3e3 b5b3 e3e2 b3b5 f3e4 b5a5 d4c3 a5a2 e2f1 a2f2 f1g1 f2e2 e4d5 e2c2 c3e5 g3h4 d5f3 h4g5 g2g3 c2a2 e5d4 a2c2 d4e3 g5f6 g3g4 c2a2 g1f1 f6e5 f1e1 a2b2 e3d2 b2a2 f3c6 a2a6 c6d7 a6a3 e1e2 a3h3 d7c6 h3b3 d2e3 b3b8 e2f3 b8f8 f3g3 f8f6 c6b7 f6f1 g4g5 f1b1 b7c8 b1b3 g3f3 b3d3 c8h3 d3a3 h3d7 e5d6 d7e8 d6e7 e8g6 e7e6 f3f4 a3a4 g6e4 a4b4 e3c1 b4b5 c1a3 b5b8 e4d3 b8a8 a3b4 a8b8 b4c3 b8f8 f4g4 f8d8 d3c2 d8d6 g5g6 d6b6 g6g7 e6f7 g4h5 f7g8 c3d4 b6b8 c2f5 b8e8 h5h6 g8f7 h6h7 e8a8 d4e5 a8d8 e5g3 d8a8 g3h4 a8b8 h4g5 b8a8 f5e4 a8g8 e4d5 f7e8 d5g8 e8d7 g5e3 d7c6 g8c4 c6d7 g7g8q d7c6 g8d5 c6c7 c4a6 c7b8 d5b7 
KNPKBB,B00v20,8227988370,2803879661,1195939012,6772915414,145472,597969506,3386457707,72736,64328269,8/8/3b4/2K5/1N5P/8/1b6/k7 w - - ,85,c5d6 b2a3 d6c5 a3c1 c5c4 c1d2 c4b3 d2h6 b4d3 a1b1 d3e5 h6f4 e5f3 b1c1 b3c3 c1d1 c3d3 f4c1 h4h5 c1h6 f3h2 h6g5 h2g4 d1e1 d3e4 e1f1 e4f5 g5c1 g4e5 f1g2 e5d3 c1h6 f5g4 g2f1 d3f4 f1f2 f4e6 h6d2 e6f4 f2e3 g4f5 e3d4 h5h6 d4c5 h6h7 d2c3 f5e6 c5c6 f4g6 c3g7 g6e7 c6b5 e7f5 g7h8 e6f7 b5c5 f7g8 h8a1 f5g7 a1b2 h7h8q c5c4 h8h1 b2a3 g7f5 a3b2 h1d1 b2a3 d1c2 c4d5 c2a2 d5c6 a2a3 c6d5 f5d6 d5e6 a3b4 e6d5 g8f7 d5c6 f7e6 c6c7 b4b5 c7d8 b5a5 
KNPKBB,B00v11,8227988370,2803879661,1107296786,3355993654,3762236162,553648393,1677996827,1881118081,66396851,8/8/5b2/PNK5/8/1b6/8/3k4 w - - ,171,a5a6 b3c2 c5d5 c2b3 d5e4 b3c2 e4f4 c2b3 f4f5 f6g7 f5e4 b3c2 e4d5 c2b3 d5c5 g7f8 c5c6 b3c2 b5c3 d1d2 a6a7 d2c3 c6d5 c2d1 d5e4 d1c2 e4f3 f8c5 a7a8q c5d4 a8a3 c3c4 f3e2 c2e4 a3d6 d4c5 d6e5 e4c6 e5e6 c6d5 e6g4 c5d4 g4c8 d4c5 e2d2 c4d4 c8h8 d4c4 h8c3 c4b5 c3f6 d5c4 d2c3 c5b4 c3d4 b4c5 d4e4 c5b6 f6d6 b6c5 d6c7 c5b6 c7b7 b5c5 e4e5 b6a5 b7c8 c5b5 e5d6 a5b4 d6d7 c4d5 c8c2 b4c5 c2d3 d5c4 d3b1 c5b4 d7c7 c4d5 b1c1 b4c5 c1c3 d5c4 c3b2 c5b4 b2g2 b4a5 c7d7 a5c3 g2c6 b5b4 c6b6 b4a3 b6b1 c4b3 d7d6 a3b4 d6c6 b4c4 b1f1 c4d4 c6b5 c3d2 f1g1 d2e3 g1a1 d4d3 a1b1 b3c2 b1a2 e3f2 a2b2 f2e3 b2e5 c2b3 b5b4 b3d1 e5c3 d3e2 b4c4 e2f3 c3f6 e3f4 c4d4 d1e2 f6e6 e2f1 e6b3 f3e2 d4e4 f4d2 b3f3 e2e1 e4d4 f1e2 f3g3 e1d1 g3g1 d1c2 g1g2 e2d1 g2c6 c2b2 d4d3 d2b4 c6c4 b4e1 c4c5 b2b3 c5c1 e1g3 c1d1 b3b4 d1c1 g3f2 c1b2 b4c5 b2f2 c5d6 f2f6 d6c5 f6e6 c5b5 e6d6 b5a4 d6b6 a4a3 d3c3 a3a2 b6b2 
KQPKBB,B00v20,8024443680,2302752105,5724894554,139986946,45868,2862447277,69993473,22934,1016032461,8/8/8/k7/1b6/b1Q5/1K4P1/8 w - - ,59,c3a3 b4a3 b2a3 a5b5 a3b3 b5c5 b3c3 c5d5 c3d3 d5e5 d3e3 e5f5 e3f3 f5g5 f3g3 g5h6 g3f4 h6h5 f4f5 h5h6 g2g3 h6g7 f5g5 g7h7 g5f6 h7h8 g3g4 h8g8 f6g6 g8h8 g4g5 h8g8 g6h6 g8f7 g5g6 f7f8 h6h7 f8e7 g6g7 e7d6 g7g8q d6c5 g8a2 c5b4 a2c2 b4a3 c2b1 a3a4 h7g6 a4a3 g6f5 a3a4 f5e4 a4a3 e4d3 a3a4 d3c4 a4a3 b1a1 
KQPKBB,B00v11,8024443680,2302752105,5897601742,101559724,58121338,2948800871,50779862,29060669,1047306133,8/8/P7/8/3k4/4b3/4b3/5QK1 w - - ,167,g1h2 e2f1 a6a7 e3f4 h2g1 f1d3 a7a8q f4e3 g1h2 e3f4 h2h3 d3f5 h3h4 d4e5 a8a5 e5e4 a5c5 f5e6 c5e7 e4d5 e7f6 f4e5 f6d8 d5e4 h4g5 e6c4 d8d2 c4e6 d2b4 e4d5 b4e7 e5d6 e7b7 d5c5 g5f6 e6d5 b7d7 d5c4 d7a7 c5d5 a7a1 c4b5 a1a5 d5c6 f6g5 b5c4 a5c3 c6d5 g5f5 d6c7 c3d2 d5c6 f5e4 c7b6 e4e5 b6c7 e5d4 c4e6 d2d1 c6d6 d1d3 c7d8 d3a6 d6d7 d4c5 d8e7 c5b5 e6d5 a6g6 d5e6 g6d3 e7d6 d3h7 d6e7 b5b6 e6d5 h7g6 e7d6 g6f5 d5e6 f5h7 d6e7 h7e4 e7d8 b6b5 d8f6 e4c6 d7e7 c6c7 e7f8 c7h7 e6f7 b5c5 f8e7 c5c6 e7e6 h7h3 e6e5 c6d7 f6g5 h3h2 g5f4 h2h8 e5f5 h8h7 f7g6 h7e7 f4g3 e7g7 g3f4 g7d4 g6f7 d7e7 f7h5 d4c5 f5g6 c5d5 f4g5 e7e6 h5g4 e6e5 g5h6 d5g2 g6g5 g2g3 g5h5 e5f6 h6g5 f6g7 g4f5 g3f3 f5g4 f3h1 g5h4 h1e4 h4g3 e4e3 h5h4 e3h6 g4h5 g7f6 h4g4 h6g5 g4f3 g5h5 f3f4 h5c5 g3h4 f6g6 h4e1 c5c1 f4e5 c1e1 e5d4 e1b4 d4d3 g6f5 d3e3 b4c3 e3f2 f5f4 f2g2 c3e1 g2h2 f4f3 h2h3 e1h1 
KBBNKP,B20v00,8184628434,2338735582,6207033872,184987366,6633502,3103516936,92493683,3316751,976554104,8/8/4K3/8/8/4B1Bk/6p1/7N w - - ,205,h1f2 h3g3 f2d3 g3h2 d3e1 g2g1n e6f5 g1e2 f5g4 e2c3 g4f3 h2h3 e3g5 c3b5 e1c2 b5d6 c2e3 d6b5 g5f6 b5c7 e3f5 c7e6 f6e7 h3h2 f3g4 h2g1 e7h4 e6f8 f5e3 f8e6 g4g3 e6c5 g3f3 g1h2 h4e7 c5e6 e3g4 h2h3 g4f2 h3h2 e7f6 e6c5 f6d4 c5e6 d4b6 e6f8 b6c7 h2g1 f2g4 f8e6 c7b6 g1f1 g4e3 f1g1 f3g3 e6f8 b6d4 f8e6 d4a7 e6d8 a7b6 d8c6 g3f3 g1h2 e3g4 h2h1 b6c5 c6d4 f3g3 d4b3 c5e3 b3a5 g3f2 a5c4 e3h6 c4d2 g4f6 d2b3 f6e4 h1h2 e4g5 b3c5 h6f8 c5d3 f2e3 d3b2 f8g7 b2c4 e3f2 c4d6 g7d4 h2h1 f2f3 d6f5 d4f2 f5e7 f2c5 e7d5 g5h3 h1h2 h3f2 d5c3 c5d6 h2g1 f2h3 g1f1 h3f4 c3a2 f4g2 a2c1 g2e3 f1g1 e3f5 g1f1 d6b4 c1d3 f5g3 f1g1 b4c3 d3c1 f3e3 c1b3 g3e2 g1g2 e2f4 g2g3 f4e6 g3g4 e3e4 g4h5 e4d3 b3c1 d3d2 c1a2 c3a5 h5g4 e6c7 g4f3 d2c2 f3e2 c7b5 e2f3 c2b1 f3e3 b1a2 e3e4 b5c3 e4d4 a2b2 d4e5 a5c7 e5d4 b2b3 d4c5 c7e5 c5c6 b3b4 c6b6 c3a4 b6c6 b4c4 c6b7 c4b5 b7a7 a4b6 a7b7 e5h2 b7a7 b5c6 a7a6 h2b8 a6a5 b6d5 a5a4 b8e5 a4b3 d5e3 b3b4 c6b6 b4a4 e5c3 a4b3 c3e1 b3a4 e1d2 a4b3 b6a5 b3a3 d2e1 a3b2 a5a4 b2a2 e3d1 a2a1 a4b3 a1b1 e1d2 b1a1 d2c1 a1b1 c1a3 b1a1 a3b2 a1b1 d1c3 
KBBNKP,B11v00,8184628434,2338735582,6230553936,22070240,1427296,3115276968,11035120,713648,881721224,8/B7/8/8/3K4/k7/4p3/1B5N w - - ,187,a7c5 a3a4 b1c2 a4a5 c5b4 a5b4 h1f2 e2e1n c2d1 b4a3 d4c3 e1g2 f2g4 g2f4 g4e3 a3a2 d1f3 a2b1 e3c4 f4e6 c4d2 b1c1 d2b3 c1b1 f3d5 e6f4 d5f7 f4h3 f7g6 b1a2 b3d2 h3f4 g6f7 a2a3 d2c4 a3a2 c3c2 f4h3 f7d5 h3f4 d5g8 f4h5 g8f7 h5f6 c2c3 a2b1 c4d2 b1a1 f7e6 f6d5 c3c2 d5c7 e6c4 c7e8 c2b3 e8d6 c4f1 d6b5 d2f3 b5c7 f3d4 a1b1 d4e2 c7e6 f1h3 e6c5 b3c4 c5b7 h3g2 b7d6 c4b3 d6f5 g2d5 b1a1 b3c3 f5e3 d5b3 e3g4 b3e6 g4e5 e2c1 a1b1 c1b3 e5c6 e6f5 b1a2 b3c1 a2a3 c1d3 c6b8 d3b2 b8a6 b2c4 a3a2 c4e3 a2a3 f5d7 a6c5 e3c2 a3a2 d7c6 c5a6 c3c4 a6c7 c2b4 a2b2 b4d3 b2c2 d3f4 c2d2 c4d4 d2c1 d4c5 c7a6 c5b5 a6b8 c6e8 c1d2 f4g6 d2c3 b5b6 c3b4 g6e7 b4b3 b6b7 b3c3 b7b8 c3d4 e7c6 d4d5 b8b7 d5c4 e8g6 c4b3 b7b6 b3c4 g6e4 c4c3 b6b5 c3b3 c6a5 b3c3 b5c5 c3b2 c5b4 b2a2 a5b3 a2b2 e4d3 b2a2 b4c3 a2a3 d3b1 a3a4 b3d4 a4a5 b1e4 a5a4 e4d5 a4a3 d4c2 a3a4 d5c6 a4a5 c3c4 a5b6 c2d4 b6c7 c4c5 c7d8 c5d6 d8c8 d4b3 c8d8 b3c5 d8c8 c6d7 c8b8 d6c6 b8a7 c6c7 a7a8 c7b6 a8b8 c5a6 b8a8 d7c6 
KQBBKP,B20v00,7983421440,899505121,4643233340,134850,22258,2321616670,67425,11129,1751498734,8/8/8/8/8/4Q3/1pkB3B/K7 w - - ,157,a1a2 b2b1q a2a3 b1b2 a3a4 b2a2 a4b4 a2d5 e3c3 c2d1 c3c1 d1e2 d2f4 d5d4 b4b5 d4d5 b5b6 d5d4 b6c6 d4f6 c6c5 f6e7 c5d5 e7d7 d5e5 d7e7 e5f5 e7d7 f5g5 d7e7 g5g4 e7d7 g4h4 d7h7 f4h6 h7e7 h6g5 e7h7 h4g4 h7d7 g4h5 d7h7 g5h6 h7f7 h5g5 f7e7 g5f5 e7d7 f5e5 d7e7 e5d5 e7f7 d5c5 f7f2 c5c6 f2f3 c6b6 f3f2 b6b7 f2f3 b7c8 f3f5 c8b8 f5b5 b8c7 b5a5 c7d7 a5a4 d7e7 a4e4 e7d6 e4b4 d6e6 b4g4 e6e5 g4h5 e5f6 h5h4 f6f7 h4h5 f7g7 h5g4 h6g5 g4d7 g7f6 d7d8 f6f7 d8d5 f7e7 d5b7 h2c7 b7e4 e7f6 e4d4 c7e5 d4d8 f6g7 d8d7 g7f8 d7f5 e5f6 f5d5 c1c7 d5d3 c7c6 d3a3 f8g7 a3f3 c6c2 e2f1 c2b1 f1g2 f6d4 f3g4 b1b7 g4f3 b7b2 g2h3 d4e5 h3g4 g5f4 f3d5 b2e2 d5f3 e2h2 f3b7 e5c7 b7f3 h2c2 f3d5 c2e2 g4f5 e2e8 d5g2 g7h7 g2h3 f4h6 h3g2 e8d7 f5f6 h6g5 g2g5 c7d8 f6e5 d8g5 e5e4 d7d2 e4f5 d2e3 f5g4 g5f4 g4f5 f4d6 f5f6 e3e5 f6f7 e5e7 
KQBBKP,B11v00,7983421440,899505121,4531088246,113066,19584,2265544123,56533,9792,1644617034,8/8/8/k1B5/8/1B1Q4/4p3/5K2 w - - ,129,f1g2 e2e1n g2g3 e1d3 c5g1 a5b5 g3f3 b5c6 f3e3 d3c5 b3a2 c6d7 g1f2 d7c6 f2g3 c5a4 a2f7 a4c5 e3d4 c5b7 f7e8 c6b6 d4e5 b7a5 e5e6 a5b7 g3f2 b6c7 e6e7 b7a5 f2g3 c7b6 e7d7 a5c4 g3f2 b6b5 e8h5 c4e5 d7d6 e5d3 f2d4 b5c4 d4f6 d3f2 h5f7 c4d3 d6d5 f2h3 f7g6 d3e3 d5e5 h3g1 f6g5 e3f2 g5d8 f2g3 d8c7 g1f3 e5e4 g3f2 e4f4 f3e1 c7b6 f2e2 f4e4 e1d3 g6h5 e2d2 e4d4 d3f2 b6a5 d2c2 d4c4 c2c1 a5b4 c1c2 h5f3 c2c1 b4e7 c1d2 e7g5 d2e1 g5h4 e1f1 c4d4 f2h3 d4e3 h3g1 f3b7 g1h3 e3f3 h3g1 f3g3 f1e1 g3g2 e1e2 h4f2 g1h3 b7a6 e2d1 f2e3 h3g1 e3g1 d1c1 g1e3 c1b2 g2f1 b2c3 f1e1 c3b2 e3d2 b2c2 a6f1 c2b1 f1d3 b1a1 d2c1 a1a2 d3c4 a2a1 e1d1 a1b1 c4f1 b1a1 d1c2 a1a2 f1c4 a2a1 c1b2 
